payment_id,order_id,payment_method,amount,payment_date,payment_status
PAY-0009755,ORD-0009755,Gift Card,215.72,2024-10-18,Refunded
PAY-0008686,ORD-0008686,Credit Card,328.23,2025-04-16,Failed
PAY-0002251,ORD-0002251,Credit Card,3185.9,2026-02-25,Completed
PAY-0009564,ORD-0009564,Credit Card,473.5,2026-02-02,Failed
PAY-0006657,ORD-0006657,Gift Card,3581.05,2025-10-31,Pending
PAY-0009908,ORD-0009908,Bank Transfer,1117.52,2025-10-10,Completed
PAY-0005586,ORD-0005586,,193.43,2025-02-05,Completed
PAY-0008750,ORD-0008750,Credit Card,3847.83,2026-09-03,Completed
PAY-0010460,ORD-0010460,Credit Card,556.19,2025-03-29,Completed
PAY-0001259,ORD-0001259,Credit Card,481.66,2025-07-10,Completed
PAY-0002131,ORD-0002131,Credit Card,3304.62,2025-04-11,Completed
PAY-0003400,ORD-0003400,Bank Transfer,2594.5,2026-04-09,Completed
PAY-0009605,ORD-0009605,Credit Card,2942.0,2025-12-01,Completed
PAY-0003833,ORD-0003833,Debit Card,1646.51,2026-01-30,Completed
PAY-0003835,ORD-0003835,Gift Card,3592.32,2026-08-27,Completed
PAY-0009317,ORD-0009317,PayPal,221.87,2026-08-21,Completed
PAY-0003731,ORD-0003731,Gift Card,227.03,2026-03-30,Completed
PAY-0005289,ORD-0005289,Debit Card,1503.4,2026-01-22,Completed
PAY-0008314,ORD-0008314,Credit Card,1785.63,2025-02-05,Completed
PAY-0000116,ORD-0000116,Debit Card,464.67,2026-02-08,Completed
PAY-0004865,ORD-0004865,PayPal,3464.94,2025-08-21,Refunded
PAY-0005510,ORD-0005510,Credit Card,416.18,2025-11-20,Refunded
PAY-0005223,ORD-0005223,,unknown,2026-01-06,Completed
PAY-0008055,ORD-0008055,Debit Card,2441.54,2026-05-16,Completed
PAY-0010516,ORD-0010516,Credit Card,2010.77,2025-05-15,Completed
PAY-0011988,ORD-0011988,Debit Card,8867.6,2026-02-10,Completed
PAY-0000289,ORD-0000289,Credit Card,964.89,2025-10-21,Completed
PAY-0008348,ORD-0008348,Credit Card,2237.44,2025-06-21,Completed
PAY-0004517,ORD-0004517,Debit Card,4554.5,2026-07-16,Completed
PAY-0010742,ORD-0010742,,3887.67,2025-05-28,Completed
PAY-0011897,ORD-0011897,Debit Card,518.3,2026-05-07,Completed
PAY-0011076,ORD-0011076,Credit Card,1520.95,2026-08-29,Refunded
PAY-0000990,ORD-0000990,Credit Card,675.84,"July 29, 2026",Failed
PAY-0004343,ORD-0004343,Debit Card,262.62,2026-01-07,Completed
PAY-0009852,ORD-0009852,Credit Card,1627.19,2026-01-19,Completed
PAY-0004079,ORD-0004079,Gift Card,2393.79,2026-03-23,Completed
PAY-0010360,ORD-0010360,PayPal,1372.04,2026-08-19,Completed
PAY-0006019,ORD-0006019,PayPal,517.08,2026-09-01,Completed
PAY-0007211,ORD-0007211,Credit Card,77.99,2024-05-07,Completed
PAY-0003063,ORD-0003063,Credit Card,$1939.4,2025-04-25,Refunded
PAY-0003659,ORD-0003659,Debit Card,1063.76,2025-10-16,Refunded
PAY-0006224,ORD-0006224,Credit Card,4381.97,2024-10-17,Refunded
PAY-0001464,ORD-0001464,Debit Card,618.69,2026-08-02,Completed
PAY-0004759,ORD-0004759,Credit Card,1295.26,2026-05-02,Completed
PAY-0009708,ORD-0009708,Debit Card,3525.56,2026-07-19,Completed
PAY-0000119,ORD-0000119,Credit Card,6166.89,2026-07-24,Failed
PAY-0002833,ORD-0002833,Debit Card,131.89,2026-05-24,Pending
PAY-0000171,ORD-0000171,Gift Card,349.8,2026-08-05,Pending
PAY-0011862,ORD-0011862,Credit Card,881.31,2026-08-07,Failed
PAY-0006226,ORD-0006226,Credit Card,836.99,2025-05-14,Refunded
PAY-0007577,ORD-0007577,Credit Card,138.21,2026-09-07,Completed
PAY-0010723,ORD-0010723,PayPal,694.51,2026-07-02,Completed
PAY-0005654,ORD-0005654,PayPal,203.02,2025-09-25,Completed
PAY-0009524,ORD-0009524,Credit Card,1971.07,2026-08-31,Pending
PAY-0001121,ORD-0001121,Credit Card,355.56,2024-11-14,Completed
PAY-0001945,ORD-0001945,Credit Card,4952.28,2024-07-22,Completed
PAY-0007830,ORD-0007830,Credit Card,433.53,2024-12-13,Completed
PAY-0009347,ORD-0009347,Gift Card,1041.5,2026-04-22,Completed
PAY-0009361,ORD-0009361,Credit Card,1462.68,2025-11-25,Completed
PAY-0007840,ORD-0007840,PayPal,1245.82,2024-01-04,Completed
PAY-0006828,ORD-0006828,Credit Card,3931.26,2026-06-26,Completed
PAY-0009311,ORD-0009311,Debit Card,196.64abc,"August 04, 2026",Completed
PAY-0001311,ORD-0001311,Credit Card,null,"April 11, 2026",Failed
PAY-0001003,ORD-0001003,Credit Card,2546.6,2024-05-06,Completed
PAY-0006318,ORD-0006318,Credit Card,1976.48,2025-03-03,Completed
PAY-0010135,ORD-0010135,Debit Card,1247.18,2024-06-21,Failed
PAY-0011473,ORD-0011473,Debit Card,4480.45,2026-08-04,Completed
PAY-0000311,ORD-0000311,PayPal,2016.55,2024-11-11,Failed
PAY-0000678,ORD-0000678,Credit Card,1687.2,2024-12-14,Completed
PAY-0011973,ORD-0011973,PayPal,$236.1,2026-06-20,Completed
PAY-0005367,ORD-0005367,Gift Card,5158.56,2025-01-11,Refunded
PAY-0011132,ORD-0011132,PayPal,504.31,2026-05-06,Completed
PAY-0003953,ORD-0003953,Credit Card,364.29,2026-08-24,Completed
PAY-0005939,ORD-0005939,PayPal,249.7,2025-07-05,Failed
PAY-0009702,ORD-0009702,Credit Card,$1773.47,2026-05-27,Completed
PAY-0000829,ORD-0000829,PayPal,662.67,2026-07-16,Completed
PAY-0000510,ORD-0000510,Credit Card,4649.62,2025-05-29,Pending
PAY-0010310,ORD-0010310,PayPal,440.56,2025-10-09,Pending
PAY-0011315,ORD-0011315,Debit Card,169.19,2026-03-07,Refunded
PAY-0009162,ORD-0009162,Gift Card,487.58,2026-08-31,Failed
PAY-0000007,ORD-0957149,Credit Card,462.06,2025-10-08,Completed
PAY-0005294,ORD-0946567,Gift Card,1011.18,2026-07-07,Pending
PAY-0007084,ORD-0007084,Debit Card,4777.51,2025-07-05,Completed
PAY-0000384,ORD-0000384,PayPal,410.2,2025-03-24,Failed
PAY-0007513,ORD-0007513,Debit Card,3059.22,2026-05-18,Completed
PAY-0004717,ORD-0004717,PayPal,1438.16,2026-04-19,Pending
PAY-0008879,ORD-0008879,Bank Transfer,930.61,2025-10-28,Completed
PAY-0010782,ORD-0010782,Credit Card,118.52,2026-06-03,Completed
PAY-0006649,ORD-0006649,,3614.96,2025-07-29,Completed
PAY-0003798,ORD-0003798,Credit Card,36.6,2026-08-23,Failed
PAY-0000553,ORD-0000553,Credit Card,547.2,2025-03-11,Refunded
PAY-0001532,ORD-0001532,Debit Card,2567.03,2025-03-14,Completed
PAY-0005610,ORD-0005610,Gift Card,699.74,2025-09-14,Pending
PAY-0000471,ORD-0000471,Debit Card,6223.19,2025-11-28,Pending
PAY-0000901,ORD-0000901,Credit Card,2459.05,2025-03-25,Completed
PAY-0011030,ORD-0011030,Debit Card,1071.39,2024-10-28,Completed
PAY-0002113,ORD-0002113,Credit Card,2659.76,2025-12-20,Failed
PAY-0008041,ORD-0008041,Credit Card,547.48,2026-05-01,Completed
PAY-0010103,ORD-0010103,PayPal,441.77,2026-06-20,Completed
PAY-0006608,ORD-0006608,Credit Card,3520.84,2026-02-13,Failed
PAY-0011282,ORD-0011282,Credit Card,1570.05,2026-04-25,Refunded
PAY-0008768,ORD-0008768,Debit Card,1637.37,2026-02-01,Pending
PAY-0001796,ORD-0001796,Credit Card,549.2,2026-05-29,Completed
PAY-0003825,ORD-0003825,Gift Card,630.57,2026-08-14,Completed
PAY-0010506,ORD-0010506,Credit Card,501.2,2025-04-07,Completed
PAY-0001937,ORD-0001937,Credit Card,1712.44,2026-08-16,Completed
PAY-0008764,ORD-0008764,Credit Card,1931.08,"July 03, 2026",Completed
PAY-0007128,ORD-0007128,Credit Card,1295.92,2025-09-06,Completed
PAY-0005783,ORD-0005783,Debit Card,1644.82,2026-05-11,Completed
PAY-0000847,ORD-0000847,Credit Card,810.44,2026-01-27,Completed
PAY-0008523,ORD-0008523,Bank Transfer,2531.19,2026-03-26,Completed
PAY-0004367,ORD-0004367,Gift Card,-1059.93,2026-03-19,Completed
PAY-0007678,ORD-0007678,Debit Card,5096.19,2026-07-03,Completed
PAY-0005170,ORD-0005170,Gift Card,3735.07,2025-01-05,Completed
PAY-0004197,ORD-0004197,Debit Card,140.76,2026-07-20,Pending
PAY-0009231,ORD-0009231,Debit Card,5924.81,2026-02-19,Completed
PAY-0007944,ORD-0007944,Bank Transfer,18874.9,2026-05-22,Failed
PAY-0002358,ORD-0002358,Credit Card,n/a,04-May-2026,Failed
PAY-0002989,ORD-0002989,Debit Card,1563.14,2025-09-30,Completed
PAY-0002080,ORD-0002080,Bank Transfer,4221.69,2024-09-05,Completed
PAY-0005114,ORD-0005114,Debit Card,1661.54,2026-02-24,Pending
PAY-0007483,ORD-0007483,Gift Card,351.97,2024-05-27,Completed
PAY-0000808,ORD-0000808,Debit Card,972.21,2024-02-10,Failed
PAY-0009449,ORD-0009449,PayPal,4319.73,2026-09-05,Completed
PAY-0004318,ORD-0004318,Gift Card,5400.7,2026-03-09,Failed
PAY-0000412,ORD-0000412,PayPal,700.0,2025-06-08,Completed
PAY-0000187,ORD-0000187,Gift Card,3010.9,2025-12-20,Failed
PAY-0002883,ORD-0002883,PayPal,2039.4,2026-08-14,Completed
PAY-0001638,ORD-0001638,Debit Card,729.77,2026-07-08,Completed
PAY-0006375,ORD-0006375,Credit Card,733.06,2026-09-02,Completed
PAY-0008896,ORD-0008896,Debit Card,1672.9,2026-05-04,Failed
PAY-0006212,ORD-0006212,Gift Card,694.42,2025-05-14,Completed
PAY-0006491,ORD-0994919,Credit Card,779.04,2025-04-27,Refunded
PAY-0008909,ORD-0008909,Credit Card,754.06,2026-04-10,Completed
PAY-0004549,ORD-0004549,Gift Card,624.43,2025-06-07,Completed
PAY-0003635,ORD-0003635,Credit Card,22.7abc,2026-07-16,Failed
PAY-0009681,ORD-0009681,Credit Card,2395.15,2025-04-21,Completed
PAY-0000263,ORD-0000263,Debit Card,163.63,2025-08-05,Failed
PAY-0005409,ORD-0005409,PayPal,261.44,2025-03-07,Completed
PAY-0000869,ORD-0000869,Credit Card,391.9,2026-07-18,Failed
PAY-0000340,ORD-0000340,Credit Card,1787.14,2026-01-31,Completed
PAY-0006561,ORD-0006561,Gift Card,2131.95,2026-01-29,Completed
PAY-0003090,ORD-0003090,PayPal,405.69,2025-09-25,Completed
PAY-0005683,ORD-0005683,,235.58,2024-11-28,Failed
PAY-0011720,ORD-0011720,Debit Card,730.06,2026-02-24,Completed
PAY-0000698,ORD-0000698,PayPal,2199.6,2026-03-10,Completed
PAY-0007981,ORD-0007981,Credit Card,1546.8,2025-02-08,Failed
PAY-0005047,ORD-0005047,Credit Card,-3596.81,2026-07-21,Failed
PAY-0010390,ORD-0010390,Credit Card,1491.59,2026-03-12,Completed
PAY-0008740,ORD-0008740,PayPal,772.14,2025-11-28,Completed
PAY-0008759,ORD-0008759,Debit Card,682.48,2026-03-13,Completed
PAY-0010663,ORD-0010663,,604.18,2026-08-07,Completed
PAY-0009630,ORD-0009630,Credit Card,4293.98,2026-01-10,Completed
PAY-0001254,ORD-0001254,PayPal,542.82,2025-02-07,Completed
PAY-0009558,ORD-0009558,Credit Card,3171.67,2026-06-03,Completed
PAY-0008652,ORD-0008652,PayPal,79.57,2026-07-13,Completed
PAY-0001916,ORD-0001916,Debit Card,1857.58,2026-03-19,Completed
PAY-0004808,ORD-0004808,Debit Card,847.32,2025-09-19,Completed
PAY-0008928,ORD-0008928,Credit Card,2859.64,2025-03-25,Failed
PAY-0008195,ORD-0008195,Credit Card,1973.68,2026-07-15,Completed
PAY-0002925,ORD-0002925,Credit Card,2010.43,2025-10-09,Completed
PAY-0004292,ORD-0004292,PayPal,109.05,2026-08-03,Pending
PAY-0002921,ORD-0002921,Debit Card,773.51,2026-01-17,Failed
PAY-0010334,ORD-0010334,PayPal,2738.04,2026-01-27,Completed
PAY-0005425,ORD-0005425,PayPal,1081.94,2025-02-05,Failed
PAY-0009340,ORD-0009340,Debit Card,2426.06,2026-07-18,Completed
PAY-0011274,ORD-0011274,Debit Card,3605.28,2025-06-09,Pending
PAY-0008535,ORD-0008535,Debit Card,512.04,"September 23, 2024",Completed
PAY-0002450,ORD-0002450,Credit Card,581.9,2026-04-21,Pending
PAY-0007313,ORD-0007313,Gift Card,2387.46,2026-05-21,Failed
PAY-0006109,ORD-0006109,Credit Card,2118.05,2026-07-17,Completed
PAY-0011298,ORD-0011298,Credit Card,2301.55,2025-09-08,Completed
PAY-0002872,ORD-0002872,Credit Card,-1165.32,2025-04-22,Completed
PAY-0010867,ORD-0010867,Debit Card,395.48,2026-01-21,Completed
PAY-0006873,ORD-0006873,PayPal,1733.21,2026-07-14,Completed
PAY-0003238,ORD-0003238,Gift Card,184.0,2026-04-18,Completed
PAY-0000397,ORD-0000397,PayPal,2767.19,03/19/2025,Completed
PAY-0007068,ORD-0007068,Credit Card,28.27,2026-05-20,Completed
PAY-0010894,ORD-0010894,Credit Card,2414.85,2026-06-29,Completed
PAY-0010345,ORD-0010345,Debit Card,1317.29,2026-09-05,Completed
PAY-0007111,ORD-0007111,Credit Card,1360.02,2026-06-14,Completed
PAY-0006799,ORD-0006799,Credit Card,222.3,2026-05-14,Refunded
PAY-0010514,ORD-0010514,Gift Card,1085.13,2025-11-13,Completed
PAY-0008599,ORD-0008599,Credit Card,2648.88,2026-07-06,Completed
PAY-0011979,ORD-0011979,PayPal,225.96,2026-04-17,Failed
PAY-0003790,ORD-0003790,Credit Card,2398.56,2024-12-05,Completed
PAY-0001686,ORD-0001686,Gift Card,546.48,2026-07-18,Completed
PAY-0007060,ORD-0007060,Debit Card,298.87,2026-04-27,Completed
PAY-0006558,ORD-0909600,Debit Card,3040.04,2026-09-06,Completed
PAY-0010917,ORD-0010917,,5533.4,2026-04-11,Failed
PAY-0006687,ORD-0917168,Debit Card,7447.97,2025-09-25,Refunded
PAY-0006419,ORD-0006419,Debit Card,943.49,01/16/2026,Completed
PAY-0007869,ORD-0007869,Gift Card,159.09,2026-02-21,Completed
PAY-0005432,ORD-0005432,PayPal,3411.42,2026-04-09,Completed
PAY-0008903,ORD-0008903,Gift Card,776.14,2026-05-11,Failed
PAY-0001350,ORD-0001350,Debit Card,27.92,2026-08-14,Completed
PAY-0009379,ORD-0009379,PayPal,837.66,2025-03-28,Refunded
PAY-0002930,ORD-0002930,Credit Card,186.42,2026-01-23,Completed
PAY-0009804,ORD-0009804,Gift Card,835.1,2026-03-14,Completed
PAY-0009125,ORD-0009125,PayPal,981.85,2026-05-15,Completed
PAY-0009788,ORD-0009788,Credit Card,199.54,2026-04-25,Completed
PAY-0005253,ORD-0005253,Debit Card,3041.67,05/10/2026,Completed
PAY-0011129,ORD-0011129,Debit Card,1283.41,2025-03-18,Completed
PAY-0006446,ORD-0006446,Credit Card,317.76,2026-07-31,Failed
PAY-0006656,ORD-0006656,PayPal,3550.6,2024-11-25,Completed
PAY-0005061,ORD-0005061,Credit Card,443.35,2025-07-27,Completed
PAY-0008718,ORD-0008718,Credit Card,237.2,2024-04-04,Completed
PAY-0003722,ORD-0003722,Credit Card,1382.1,2026-04-06,Completed
PAY-0011762,ORD-0011762,Bank Transfer,496.98,2026-08-26,Pending
PAY-0005028,ORD-0005028,Gift Card,2235.64,2025-06-05,Pending
PAY-0002498,ORD-0002498,Credit Card,2824.03,2026-05-25,Completed
PAY-0000556,ORD-0000556,Debit Card,1237.48,2025-11-24,Completed
PAY-0007660,ORD-0007660,Gift Card,898.23,2026-08-21,Completed
PAY-0004594,ORD-0004594,Credit Card,493.12,2025-01-15,Refunded
PAY-0004972,ORD-0004972,PayPal,1795.88,2025-09-08,Completed
PAY-0007357,ORD-0007357,Gift Card,1044.1,2026-07-27,Failed
PAY-0002321,ORD-0002321,,590.16,2025-05-11,Completed
PAY-0002881,ORD-0002881,Credit Card,2280.96,2025-06-20,Completed
PAY-0009929,ORD-0009929,Credit Card,438.55,2026-07-13,Completed
PAY-0009609,ORD-0009609,Credit Card,340.89,2026-05-21,Completed
PAY-0005466,ORD-0005466,Bank Transfer,1228.25,2026-03-05,Completed
PAY-0004383,ORD-0004383,Debit Card,2281.0,2025-07-21,Refunded
PAY-0006047,ORD-0006047,Gift Card,3719.08,2025-10-06,Completed
PAY-0003259,ORD-0003259,Credit Card,304.27,2024-07-26,Completed
PAY-0009937,ORD-0009937,Gift Card,375.74,2024-11-05,Refunded
PAY-0003757,ORD-0003757,Debit Card,1921.79abc,2026-08-29,Completed
PAY-0009854,ORD-0009854,Credit Card,4493.86,2025-05-06,Completed
PAY-0008749,ORD-0008749,Credit Card,4577.47,2026-03-06,Failed
PAY-0002097,ORD-0002097,Gift Card,2753.98,2026-07-14,Refunded
PAY-0008404,ORD-0008404,Bank Transfer,919.83,2025-12-15,Refunded
PAY-0008086,ORD-0008086,Debit Card,1631.48,2025-09-19,Refunded
PAY-0005912,ORD-0005912,Bank Transfer,2892.87,2023-11-25,Failed
PAY-0008795,ORD-0008795,PayPal,541.05,2026-06-02,Pending
PAY-0004011,ORD-0004011,Credit Card,2570.04,2025-07-31,Completed
PAY-0002431,ORD-0002431,Gift Card,1003.78,2026-09-02,Pending
PAY-0009985,ORD-0009985,Credit Card,644.15,2025-12-29,Pending
PAY-0003729,ORD-0003729,Gift Card,-4263.58,2026-08-03,Completed
PAY-0002916,ORD-0002916,Debit Card,3005.97,2026-04-14,Completed
PAY-0001786,ORD-0001786,Gift Card,1614.12,2026-08-16,Completed
PAY-0010757,ORD-0010757,Debit Card,1178.56,"August 22, 2026",Failed
PAY-0011918,ORD-0011918,Credit Card,649.45,2025-11-02,Completed
PAY-0010227,ORD-0010227,Bank Transfer,1848.26,2025-05-14,Completed
PAY-0009840,ORD-0009840,Gift Card,480.74,2026-08-29,Completed
PAY-0004049,ORD-0004049,PayPal,433.81,2026-08-19,Completed
PAY-0009982,ORD-0009982,Credit Card,278.64,2025-07-30,Completed
PAY-0010589,ORD-0010589,PayPal,314.7,2025-11-18,Completed
PAY-0002071,ORD-0002071,Credit Card,722.63,2024-10-10,Completed
PAY-0001432,ORD-0001432,PayPal,201.98,2025-05-05,Completed
PAY-0011851,ORD-0011851,Debit Card,2283.58,2025-12-29,Refunded
PAY-0001428,ORD-0001428,Credit Card,369.2,2026-05-29,Completed
PAY-0011676,ORD-0011676,Gift Card,841.04,2025-06-18,Completed
PAY-0005101,ORD-0005101,PayPal,430.94,2026-07-14,Completed
PAY-0009022,ORD-0009022,Credit Card,2043.28,2026-07-17,Refunded
PAY-0000576,ORD-0000576,Credit Card,1202.22,2026-01-06,Completed
PAY-0001838,ORD-0001838,PayPal,975.58,2024-05-04,Completed
PAY-0001550,ORD-0001550,Credit Card,1399.36,2026-07-05,Completed
PAY-0004208,ORD-0004208,Credit Card,1758.32,2026-06-18,Completed
PAY-0008753,ORD-0008753,Debit Card,288.74,2026-04-28,Completed
PAY-0005904,ORD-0005904,Debit Card,4391.44,2026-02-20,Pending
PAY-0009989,ORD-0009989,Debit Card,34.41,2024-12-21,Completed
PAY-0010996,ORD-0010996,Bank Transfer,2788.08,2024-12-05,Failed
PAY-0006118,ORD-0006118,Credit Card,2518.59,2025-01-22,Completed
PAY-0003979,ORD-0003979,Gift Card,149.07,2024-02-03,Completed
PAY-0005714,ORD-0005714,Debit Card,736.3,2026-08-24,Failed
PAY-0004684,ORD-0004684,Credit Card,786.39,2025-09-07,Completed
PAY-0001328,ORD-0001328,Bank Transfer,221.56,2025-11-06,Completed
PAY-0005252,ORD-0005252,Credit Card,2415.49,2025-10-06,Completed
PAY-0003916,ORD-0003916,PayPal,895.86,2026-02-18,Completed
PAY-0007902,ORD-0007902,,1444.74,2026-08-13,Completed
PAY-0003444,ORD-0003444,PayPal,6860.77,2026-08-09,Completed
PAY-0010738,ORD-0010738,Credit Card,2582.51,2025-01-22,Completed
PAY-0011377,ORD-0011377,Credit Card,1840.0,2026-08-21,Completed
PAY-0002890,ORD-0002890,Credit Card,1328.48abc,28-Oct-2024,Completed
PAY-0006933,ORD-0006933,PayPal,1011.3,2026-06-27,Completed
PAY-0011057,ORD-0011057,Gift Card,678.55,2024-03-03,Pending
PAY-0009433,ORD-0009433,Debit Card,4079.01,2025-09-11,Failed
PAY-0004730,ORD-0004730,Debit Card,1836.84,2025-09-16,Completed
PAY-0000545,ORD-0000545,PayPal,2328.67,2025-11-23,Completed
PAY-0000159,ORD-0000159,Credit Card,225519.56,2026-07-27,Refunded
PAY-0011560,ORD-0011560,Credit Card,5366.97,2026-05-12,Completed
PAY-0008127,ORD-0008127,,1463.79,2025-06-11,Failed
PAY-0004391,ORD-0004391,Credit Card,1053.02,2026-04-08,Completed
PAY-0002933,ORD-0002933,Debit Card,4520.03,2025-09-25,Completed
PAY-0011295,ORD-0011295,Debit Card,3757.46,2026-05-06,Completed
PAY-0001032,ORD-0001032,Debit Card,2345.94,2026-06-22,Completed
PAY-0001674,ORD-0001674,Gift Card,1133.84,2024-11-13,Completed
PAY-0006195,ORD-0006195,Debit Card,2726.79,2025-04-08,Refunded
PAY-0010630,ORD-0010630,PayPal,2974.46,2024-04-24,Completed
PAY-0008654,ORD-0008654,Gift Card,197.37,2026-01-08,Completed
PAY-0011539,ORD-0011539,PayPal,116.92,2025-08-13,Completed
PAY-0000852,ORD-0000852,Credit Card,1859.01,2024-04-05,Completed
PAY-0003911,ORD-0003911,Credit Card,877.41,2025-09-17,Completed
PAY-0002195,ORD-0002195,Credit Card,2155.49,2025-06-29,Refunded
PAY-0009065,ORD-0009065,Credit Card,1349.84,2026-06-20,Completed
PAY-0004120,ORD-0004120,Debit Card,2080.6,2026-05-10,Completed
PAY-0003386,ORD-0003386,Credit Card,144.24,2026-08-27,Pending
PAY-0001654,ORD-0001654,PayPal,4045.5,2024-12-23,Completed
PAY-0005436,ORD-0005436,Credit Card,1295.37,2023-12-24,Completed
PAY-0005163,ORD-0005163,Credit Card,410.97,2026-08-10,Failed
PAY-0003600,ORD-0003600,,827.2,2024-08-26,Failed
PAY-0006415,ORD-0006415,Credit Card,426.07,2025-06-08,Failed
PAY-0003549,ORD-0003549,Credit Card,345.46,2026-09-05,Completed
PAY-0011931,ORD-0011931,Debit Card,557.37,2026-04-28,Pending
PAY-0002776,ORD-0002776,Debit Card,575.34,2026-02-11,Completed
PAY-0009689,ORD-0009689,Credit Card,710.18,2025-09-10,Completed
PAY-0008301,ORD-0008301,Debit Card,2647.92,2026-07-19,Completed
PAY-0006305,ORD-0006305,Credit Card,78.31,2024-03-23,Completed
PAY-0002380,ORD-0002380,Bank Transfer,2843.4,2026-06-07,Completed
PAY-0000098,ORD-0000098,Credit Card,5446.26,2025-01-07,Completed
PAY-0003260,ORD-0003260,PayPal,502.47,2026-01-02,Failed
PAY-0008361,ORD-0008361,Debit Card,1030.06,2025-10-05,Refunded
PAY-0006742,ORD-0006742,Gift Card,3551.89,2026-07-11,Completed
PAY-0009864,ORD-0009864,PayPal,-946.68,2026-09-03,Completed
PAY-0004842,ORD-0004842,Credit Card,3250.12,2024-12-02,Completed
PAY-0008365,ORD-0008365,Credit Card,2375.13,04/17/2026,Completed
PAY-0001255,ORD-0001255,PayPal,4289.71,2026-07-25,Completed
PAY-0010792,ORD-0010792,PayPal,1224.21,2026-04-23,Completed
PAY-0002910,ORD-0002910,Credit Card,1651.77,2026-08-08,Failed
PAY-0011938,ORD-0011938,Credit Card,776.08,2026-01-22,Completed
PAY-0001397,ORD-0001397,PayPal,4082.8,2026-07-12,Completed
PAY-0011160,ORD-0011160,Credit Card,191.64,2025-09-08,Completed
PAY-0008983,ORD-0008983,PayPal,656.41,2026-08-27,Failed
PAY-0010304,ORD-0010304,Credit Card,1972.85,2025-11-30,Refunded
PAY-0008298,ORD-0008298,Debit Card,1575.64,2025-06-04,Refunded
PAY-0006728,ORD-0006728,Gift Card,918.66,2026-09-05,Completed
PAY-0005803,ORD-0005803,Debit Card,906.56,2026-08-01,Completed
PAY-0005915,ORD-0005915,Credit Card,236.18,2026-04-02,Completed
PAY-0002295,ORD-0916076,Credit Card,783.98,2025-01-04,Completed
PAY-0004628,ORD-0004628,Debit Card,2747.52,2025-06-05,Completed
PAY-0011752,ORD-0011752,Gift Card,243.79,2025-02-23,Completed
PAY-0002308,ORD-0002308,Debit Card,93.21,2025-10-04,Completed
PAY-0003219,ORD-0973852,Credit Card,911.88,2024-07-06,Completed
PAY-0003879,ORD-0003879,PayPal,1161.23,2026-03-12,Completed
PAY-0001828,ORD-0001828,Credit Card,2183.84,2024-12-15,Completed
PAY-0010798,ORD-0010798,Debit Card,114.91,2025-12-18,Completed
PAY-0003121,ORD-0003121,Bank Transfer,364.06,2026-04-16,Completed
PAY-0008622,ORD-0008622,Debit Card,1530.23,2025-04-10,Completed
PAY-0001660,ORD-0001660,Credit Card,1704.52,2025-03-26,Failed
PAY-0000271,ORD-0000271,Credit Card,1625.35,2024-05-06,Completed
PAY-0002436,ORD-0002436,Gift Card,1872.78,2026-08-19,Completed
PAY-0007809,ORD-0007809,PayPal,1956.32,31-Aug-2026,Completed
PAY-0003165,ORD-0003165,Debit Card,2898.7,2025-03-31,Completed
PAY-0010273,ORD-0010273,Bank Transfer,989.36,2026-02-17,Completed
PAY-0005052,ORD-0005052,Credit Card,282.94,2025-08-05,Failed
PAY-0009780,ORD-0009780,Debit Card,577.87,2025-01-15,Completed
PAY-0010415,ORD-0010415,Credit Card,187.03,2025-06-19,Completed
PAY-0006049,ORD-0006049,Credit Card,29271.41,2026-08-27,Completed
PAY-0008284,ORD-0008284,PayPal,1174.16,2024-08-27,Refunded
PAY-0000843,ORD-0000843,Credit Card,178.99,2026-04-20,Pending
PAY-0000065,ORD-0000065,,1352.38,2025-04-06,Completed
PAY-0000181,ORD-0000181,Credit Card,2780.95,2024-09-09,Completed
PAY-0000109,ORD-0000109,Gift Card,-382.05,2024-06-06,Completed
PAY-0004277,ORD-0004277,Debit Card,2140.68,2026-08-25,Completed
PAY-0001024,ORD-0001024,Credit Card,501.56,2026-08-24,Completed
PAY-0011269,ORD-0011269,Credit Card,1378.31,2025-04-17,Completed
PAY-0011456,ORD-0011456,Credit Card,1837.23,2025-08-09,Pending
PAY-0004493,ORD-0004493,Credit Card,1110.42,2025-06-27,Refunded
PAY-0000222,ORD-0000222,Credit Card,1962.17,2026-05-14,Completed
PAY-0007818,ORD-0007818,Debit Card,1441.75,2026-07-22,Completed
PAY-0000160,ORD-0000160,Credit Card,n/a,2026-07-25,Failed
PAY-0000505,ORD-0000505,Debit Card,479.5,2026-07-05,Pending
PAY-0007053,ORD-0007053,Gift Card,3004.28,2026-09-03,Completed
PAY-0006513,ORD-0006513,Bank Transfer,2169.03,2025-04-22,Completed
PAY-0009369,ORD-0009369,Credit Card,3079.98,2024-07-02,Completed
PAY-0007179,ORD-0007179,Bank Transfer,2853.84,2026-06-27,Completed
PAY-0005395,ORD-0005395,Debit Card,1007.36,2024-12-23,Completed
PAY-0011252,ORD-0011252,Debit Card,1757.7,2026-07-15,Completed
PAY-0008227,ORD-0008227,Bank Transfer,23.34,2025-06-08,Completed
PAY-0001888,ORD-0001888,PayPal,657.32,2026-07-21,Completed
PAY-0006854,ORD-0006854,Debit Card,3679.25,2026-01-19,Completed
PAY-0003783,ORD-0003783,Credit Card,904.2,2025-05-22,Completed
PAY-0003389,ORD-0003389,Credit Card,1724.0,2025-02-04,Completed
